fact_id,date_id,state_id,program_id,program_coverage_pct,people_screened,beneficiaries_reached,maternal_health_beneficiaries,child_immunization_count,children_population,adults_population,elderly_population,high_risk_individuals,chronic_disease_patients,health_vulnerability_index,socioeconomic_score
1031,6,12,5,72.8,30364,26861,8527,5860656,9747795,20427994,3300875,3179,3180,41.9,21.0
1032,6,12,6,39.9,61078,46292,10444,6009876,9747795,20427994,3300875,2619,5112,49.9,49.3
1033,6,13,1,52.0,72276,58427,15277,13903615,21418313,48476587,8927173,13166,3551,38.7,63.3
1034,6,13,2,91.8,61595,36853,8298,13000851,21418313,48476587,8927173,4341,5566,63.6,35.6
1035,6,13,3,85.9,80231,55262,16464,20241070,21418313,48476587,8927173,7951,6472,76.4,56.9
1036,6,13,4,94.3,226827,100199,22437,17389726,21418313,48476587,8927173,19928,6197,66.7,46.0
1037,6,13,5,49.5,107599,93493,20342,13929447,21418313,48476587,8927173,7442,12799,53.2,30.6
1038,6,13,6,56.7,49010,41243,4943,15213705,21418313,48476587,8927173,2667,2579,67.6,90.0
1039,6,14,1,93.1,279911,126380,34873,27983160,33711203,75205288,16721871,6939,14971,58.9,11.3
1040,6,14,2,79.4,323373,254815,62213,25139175,33711203,75205288,16721871,51888,16174,0.0,18.3
1041,6,14,3,83.4,368702,296065,76352,32009897,33711203,75205288,16721871,73990,36575,63.4,52.1
1042,6,14,4,38.8,44638,56662,19205,29621442,33711203,75205288,16721871,8721,6601,57.5,44.2
1043,6,14,5,74.7,197465,89730,25906,23112564,33711203,75205288,16721871,5531,8650,60.3,63.1
1044,6,14,6,51.0,182655,118057,21796,23262289,33711203,75205288,16721871,18197,17396,52.1,2.9
1045,6,15,1,96.5,2726,2082,388,631624,798880,1799141,348044,415,321,50.4,50.8
1046,6,15,2,37.4,4788,3201,759,606035,798880,1799141,348044,616,499,62.4,61.1
1047,6,15,3,73.5,7494,6003,1001,641794,798880,1799141,348044,422,679,53.2,49.5
1048,6,15,4,49.4,6490,3137,1081,584573,798880,1799141,348044,755,518,70.7,49.1
1049,6,15,5,49.9,5202,2935,301,616421,798880,1799141,348044,515,249,62.5,49.8
1050,6,15,6,74.0,5916,3769,843,674206,798880,1799141,348044,346,635,28.1,69.6
1051,6,16,1,83.4,8981,6943,881,881310,1003854,2023760,284148,1483,1208,100.0,59.3
1052,6,16,2,55.6,3955,3266,554,872677,1003854,2023760,284148,191,278,72.8,87.1
1053,6,16,3,59.1,8180,5319,799,742850,1003854,2023760,284148,1239,469,70.0,60.1
1054,6,16,4,49.9,6819,5416,1556,620156,1003854,2023760,284148,1227,884,89.1,55.8
1055,6,16,5,36.9,10118,5473,915,640063,1003854,2023760,284148,1120,854,42.5,12.1
1056,6,16,6,93.1,9527,5515,815,882566,1003854,2023760,284148,654,908,49.3,67.3
1057,6,17,1,61.7,3413,2958,921,234146,325405,684948,138913,734,387,49.3,72.0
1058,6,17,2,51.3,2919,1434,219,201812,325405,684948,138913,101,153,27.4,84.0
1059,6,17,3,74.4,622,422,66,273669,325405,684948,138913,76,47,70.8,84.4
1060,6,17,4,49.4,2222,1484,291,303259,325405,684948,138913,242,45,37.7,15.2
1061,6,17,5,87.5,3530,2869,697,205679,325405,684948,138913,572,141,35.8,71.3
1062,6,17,6,42.1,3346,2597,893,257213,325405,684948,138913,136,171,53.2,53.1
1063,6,18,1,79.2,1577,1365,323,324847,532309,1222445,262398,277,138,37.0,28.5
1064,6,18,2,65.0,5464,4789,1665,358114,532309,1222445,262398,1148,605,26.6,45.5
1065,6,18,3,44.9,3021,2064,718,389771,532309,1222445,262398,224,371,60.3,34.4
1066,6,18,4,64.1,2971,1812,527,414556,532309,1222445,262398,451,274,47.6,53.9
1067,6,18,5,58.7,3425,2127,384,349750,532309,1222445,262398,529,287,22.2,73.0
1068,6,18,6,73.9,5855,4897,933,456154,532309,1222445,262398,278,325,65.7,47.6
1069,6,19,1,36.6,45262,36347,8740,8567023,12793879,25674280,6353904,4859,5927,52.7,57.6
1070,6,19,2,41.2,87006,54914,7614,9010652,12793879,25674280,6353904,12131,5589,84.9,83.3
1071,6,19,3,74.2,76443,31153,6029,8137896,12793879,25674280,6353904,6826,4573,45.7,58.0
1072,6,19,4,68.1,90290,67681,20019,10413984,12793879,25674280,6353904,13498,3347,53.7,61.0
1073,6,19,5,48.8,87053,37280,7931,8307452,12793879,25674280,6353904,4666,3647,51.7,66.9
1074,6,19,6,98.6,88264,51100,17469,9715218,12793879,25674280,6353904,12688,8929,34.9,21.1
1075,6,20,1,45.5,57468,30633,3502,6585997,8335522,18326057,3219164,5138,5365,56.1,30.7
1076,6,20,2,49.0,18664,10963,1826,7904674,8335522,18326057,3219164,2023,371,55.9,49.6
1077,6,20,3,84.7,65293,40653,14070,5238055,8335522,18326057,3219164,2272,6324,46.7,47.0
1078,6,20,4,47.4,79993,60290,16234,6331038,8335522,18326057,3219164,4708,9925,100.0,50.5
1079,6,20,5,86.4,29938,25150,2962,5677413,8335522,18326057,3219164,6056,1725,69.8,73.2
1080,6,20,6,62.1,36456,19326,5223,7218954,8335522,18326057,3219164,3802,901,0.0,33.2
1081,6,21,1,63.6,182435,93333,28068,18463762,22013960,49193992,6610501,11319,5113,76.1,87.1
1082,6,21,2,97.4,166555,27048,10391,14525754,22013960,49193992,6610501,13211,6275,52.9,44.4
1083,6,21,3,49.6,113633,60529,9374,19269462,22013960,49193992,6610501,7990,6242,38.4,34.9
1084,6,21,4,57.4,214755,185351,39469,20211677,22013960,49193992,6610501,21344,29102,62.7,60.0
1085,6,21,5,51.9,215346,147967,49186,17372473,22013960,49193992,6610501,10031,20341,100.0,66.1
1086,6,21,6,35.3,131848,93721,30387,13843679,22013960,49193992,6610501,5102,5298,28.4,37.4
1087,6,22,1,71.7,1114,899,281,108294,174704,407572,79221,99,145,50.4,87.0
1088,6,22,2,68.7,1196,546,164,134555,174704,407572,79221,126,17,62.4,100.0
1089,6,22,3,97.5,775,458,142,112734,174704,407572,79221,89,30,77.4,71.8
1090,6,22,4,54.6,900,556,66,170209,174704,407572,79221,46,43,37.5,65.1
1091,6,22,5,58.6,1353,28710,141,147958,174704,407572,79221,80,83,45.3,78.2
1092,6,22,6,56.5,1335,1105,176,106661,174704,407572,79221,99,132,75.3,73.9
1093,6,23,1,97.2,99279,56329,10165,16831044,22899652,44124643,7104925,6079,9607,31.5,66.3
1094,6,23,2,74.1,85174,43475,13027,16022163,22899652,44124643,7104925,3014,1425,45.1,82.8
1095,6,23,3,50.9,103974,75624,21078,16824134,22899652,44124643,7104925,10577,6032,63.7,87.6
1096,6,23,4,90.5,208812,180823,37000,22019493,22899652,44124643,7104925,13808,13096,48.9,72.0
1097,6,23,5,71.9,109923,65224,8330,19269677,22899652,44124643,7104925,4406,11628,56.5,78.9
1098,6,23,6,90.0,98728,45817,14730,17376351,22899652,44124643,7104925,7024,5347,30.1,64.1
1099,6,24,1,93.7,76952,39234,8883,10390731,11839000,22080772,3404919,5597,6083,51.7,14.5
1100,6,24,2,76.7,71844,32475,7789,9550064,11839000,22080772,3404919,1656,1889,60.2,49.1
1101,6,24,3,69.6,25931,10524,3154,7503082,11839000,22080772,3404919,995,1356,33.5,43.9
1102,6,24,4,65.3,86747,37152,7652,8928554,11839000,22080772,3404919,3304,1703,9.7,45.7
1103,6,24,5,82.6,62727,43916,6311,9221835,11839000,22080772,3404919,10190,4362,73.4,20.2
1104,6,24,6,73.9,73561,38601,11300,9655620,11839000,22080772,3404919,2565,4507,41.1,63.3
1105,6,25,1,46.9,3179,1567,219,870953,1129311,2449899,332346,280,54,67.9,70.3
1106,6,25,2,60.0,9859,8022,1315,820845,1129311,2449899,332346,1780,1413,47.0,88.9
1107,6,25,3,39.0,4436,2768,829,750422,1129311,2449899,332346,455,225,29.8,51.2
1108,6,25,4,64.7,7658,5100,732,874446,1129311,2449899,332346,886,463,48.6,55.6
1109,6,25,5,55.0,5079,2451,363,736937,1129311,2449899,332346,346,179,48.3,44.9
1110,6,25,6,75.6,10558,5312,1220,915197,1129311,2449899,332346,431,866,50.1,59.3
1111,6,26,1,85.2,516707,447980,145029,47976235,63643920,135277555,29427504,25312,14700,65.4,63.8
1112,6,26,2,98.4,383749,215171,60857,49996002,63643920,135277555,29427504,33491,13811,64.4,36.8
1113,6,26,3,49.3,190341,76651,12918,50648116,63643920,135277555,29427504,14383,11186,51.7,65.6
1114,6,26,4,63.7,495725,429166,84790,52674022,63643920,135277555,29427504,63762,65342,69.7,55.2
1115,6,26,5,36.3,453804,289951,87735,56972368,63643920,135277555,29427504,47476,21076,66.3,42.9
1116,6,26,6,64.2,577908,349973,84503,40953532,63643920,135277555,29427504,22020,32759,78.3,42.4
1117,6,27,1,94.6,34155,29456,6604,3903991,5094070,11878155,2335251,7239,1968,78.4,45.0
1118,6,27,2,53.8,34221,28994,3291,4108403,5094070,11878155,2335251,2225,3642,18.6,58.3
1119,6,27,3,89.6,37923,28709,5847,3432878,5094070,11878155,2335251,7015,2150,58.2,61.0
1120,6,27,4,90.8,25037,10955,1873,4023277,5094070,11878155,2335251,2188,1161,39.5,69.0
1121,6,27,5,49.3,25082,28710,4701,4978132,5094070,11878155,2335251,2463,2283,59.6,77.1
1122,6,27,6,72.6,19096,9536,1701,4233679,5094070,11878155,2335251,2243,1313,53.5,53.1
1123,6,28,1,87.3,290525,180178,56768,25789115,27953900,57278588,12616081,28142,15948,21.8,1.2
1124,6,28,2,87.3,225275,178024,27168,21923402,27953900,57278588,12616081,31217,21633,26.3,53.4
1125,6,28,3,43.1,191640,29511,28517,18750972,27953900,57278588,12616081,24072,13249,50.2,60.5
1126,6,28,4,90.0,70184,30691,6829,21872289,27953900,57278588,12616081,4557,5390,98.6,52.1
1127,6,28,5,42.4,51694,26362,3801,26415811,27953900,57278588,12616081,5874,1754,63.7,54.6
1128,6,28,6,77.1,156523,91012,9624,21352411,27953900,57278588,12616081,8072,5092,70.6,28.3
1129,6,29,1,94.6,49497,29509,7601,8393773,8583647,18473611,3027263,3293,4779,49.9,63.1
1130,6,29,2,72.4,44152,30213,9362,6798613,8583647,18473611,3027263,6233,3127,67.2,62.6
1131,6,29,3,59.3,97746,59685,8557,7155721,8583647,18473611,3027263,4738,4080,58.0,79.0
1132,6,29,4,84.4,26241,20357,3112,5429183,8583647,18473611,3027263,2796,883,48.4,33.9
1133,6,29,5,47.1,73558,37927,5557,7674158,8583647,18473611,3027263,9313,3072,55.1,95.8
1134,6,29,6,45.8,96399,49327,11134,7263921,8583647,18473611,3027263,11494,8799,52.7,68.6
1135,6,30,1,51.5,17351,13681,2312,3667212,3941147,7828969,1278534,1038,1968,30.3,65.7
1136,6,30,2,95.9,44152,19657,3977,2867086,3941147,7828969,1278534,2059,2647,31.9,98.0
1137,6,30,3,53.8,9308,4408,537,3062088,3941147,7828969,1278534,899,326,29.3,52.8
1138,6,30,4,37.5,13222,10321,2213,2590100,3941147,7828969,1278534,2265,746,57.4,56.4
1139,6,30,5,83.6,19568,9903,2787,6665596,3941147,7828969,1278534,972,825,30.0,59.2
1140,6,30,6,58.9,25164,10911,3694,3527940,3941147,7828969,1278534,845,641,75.6,50.5
1141,6,31,1,49.6,876,659,90,74616,88466,173112,39097,148,75,40.1,61.5
1142,6,31,2,76.9,165,73,15,59545,88466,173112,39097,8,5,69.4,72.1
1143,6,31,3,77.3,503,230,47,70144,88466,173112,39097,25,39,60.9,49.6
1144,6,31,4,42.0,235,106,12,64651,88466,173112,39097,10,10,27.4,79.6
1145,6,31,5,71.9,598,495,64,70658,88466,173112,39097,42,87,47.5,86.4
1146,6,31,6,42.6,673,558,69,71483,88466,173112,39097,77,62,52.7,44.5
1147,6,32,1,48.7,3304,2017,377,318097,431392,830289,126971,323,340,5.3,58.8
1148,6,32,2,42.8,2181,1657,257,292085,431392,830289,126971,94,163,62.9,66.4
1149,6,32,3,63.8,1407,837,244,340490,431392,830289,126971,188,73,74.6,89.8
1150,6,32,4,99.0,3954,3547,1233,415553,431392,830289,126971,523,489,17.0,63.4
1151,6,32,5,91.4,2391,1275,331,375376,431392,830289,126971,125,107,50.9,45.4
1152,6,32,6,49.9,4010,1986,568,317449,431392,830289,126971,249,322,32.0,60.4
1153,7,1,1,60.9,90973,45657,13804,9530339,13527566,33525249,7383321,9591,3077,64.9,100.0
1154,7,1,2,77.8,83110,49089,11454,11770027,13527566,33525249,7383321,5651,4853,12.5,70.6
1155,7,1,3,88.6,153513,107250,31617,12995591,13527566,33525249,7383321,19264,11061,70.9,35.3
1156,7,1,4,95.3,60571,26445,6578,12456046,13527566,33525249,7383321,4098,3614,44.2,51.8
1157,7,1,5,44.5,151438,79547,13235,12396006,13527566,33525249,7383321,8864,9929,24.0,100.0
1158,7,1,6,53.1,33950,15143,4092,10444725,13527566,33525249,7383321,3551,2554,59.8,71.8
1159,7,2,1,37.0,2183,1562,432,262429,421474,912626,154590,345,169,74.4,56.5
1160,7,2,2,77.0,4381,2206,428,336542,421474,912626,154590,436,207,41.0,72.2
1161,7,2,3,57.1,2216,1900,447,301096,421474,912626,154590,453,179,60.8,42.5
1162,7,2,4,91.5,4428,3723,1152,294341,421474,912626,154590,255,122,48.3,65.2
1163,7,2,5,56.7,1309,527,106,321488,421474,912626,154590,117,42,41.6,33.9
1164,7,2,6,45.3,1632,785,268,342051,421474,912626,154590,94,66,52.6,68.2
1165,7,3,1,96.3,95406,57029,9733,9431995,9706438,19984901,3773910,10237,3227,50.4,51.5
1166,7,3,2,41.0,39734,31278,6225,7759632,9706438,19984901,3773910,3651,5621,34.7,80.7
1167,7,3,3,42.6,90313,74039,19491,8440333,9706438,19984901,3773910,5917,8594,50.0,45.2
1168,7,3,4,89.5,76943,63395,17726,5975486,9706438,19984901,3773910,7649,5825,34.2,55.0
1169,7,3,5,52.6,38731,22420,3369,7506779,9706438,19984901,3773910,4946,1477,68.5,68.8
1170,7,3,6,72.8,102868,60568,11703,6584023,9706438,19984901,3773910,12252,3738,48.3,67.7
1171,7,4,1,76.5,236952,118257,37930,32726031,34206045,76256370,16184097,26251,9212,20.6,71.2
1172,7,4,2,94.7,257496,210293,72494,24542154,34206045,76256370,16184097,34177,21967,11.7,49.4
1173,7,4,3,73.9,79687,34073,9782,28433869,34206045,76256370,16184097,4863,5436,25.1,58.3
1174,7,4,4,48.6,342161,173828,40285,29205512,34206045,76256370,16184097,36137,12343,37.8,23.9
1175,7,4,5,50.3,216531,134883,30213,24793662,34206045,76256370,16184097,30035,7826,63.4,67.8
1176,7,4,6,86.3,81999,52955,17891,25608360,34206045,76256370,16184097,10384,8624,68.5,85.2
1177,7,5,1,36.6,45262,38918,4290,5437737,7189013,17878610,2905652,5941,4159,59.3,46.5
1178,7,5,2,77.9,22460,17033,5582,5809205,7189013,17878610,2905652,920,3026,74.7,92.1
1179,7,5,3,58.6,66951,53090,17820,5904256,7189013,17878610,2905652,12925,4357,50.8,54.2
1180,7,5,4,78.8,28070,16462,5509,4442128,7189013,17878610,2905652,2194,2594,43.6,35.3
1181,7,5,5,69.3,80441,48980,5128,5088313,7189013,17878610,2905652,7177,7227,69.4,53.3
1182,7,5,6,70.0,15937,11225,1825,6608976,7189013,17878610,2905652,2004,1030,68.5,77.8
1183,7,6,1,73.8,2576,1876,447,311559,479876,949573,135943,338,105,42.3,58.6
1184,7,6,2,79.7,3824,2608,742,362071,479876,949573,135943,380,362,53.9,26.6
1185,7,6,3,71.4,4460,3771,599,299698,479876,949573,135943,345,415,71.3,59.9
1186,7,6,4,41.6,1835,1210,252,440812,479876,949573,135943,259,38,40.5,68.0
1187,7,6,5,91.0,3660,28710,510,375987,479876,949573,135943,323,69,20.6,55.7
1188,7,6,6,70.3,4088,2527,727,469784,479876,949573,135943,590,121,61.3,48.0
1189,7,7,1,61.8,71682,64058,15944,12392413,17653536,42778314,7830287,14284,10045,68.9,38.5
1190,7,7,2,84.8,64731,41627,4860,11421635,17653536,42778314,7830287,7627,4483,43.8,79.5
1191,7,7,3,62.4,74648,64273,21784,10828429,17653536,42778314,7830287,7662,3699,17.7,44.6
1192,7,7,4,91.4,210381,150686,44543,13067645,17653536,42778314,7830287,34104,16083,25.8,54.2
1193,7,7,5,64.3,154338,83942,25507,16430127,17653536,42778314,7830287,9795,14552,43.6,83.7
1194,7,7,6,97.7,158663,73001,17523,17008555,17653536,42778314,7830287,11579,8770,44.8,23.0
1195,7,8,1,96.8,76676,36257,4445,6599213,7740842,17326102,3905722,4157,5600,82.7,17.9
1196,7,8,2,69.5,50432,44747,9777,6359888,7740842,17326102,3905722,2621,6228,73.1,71.7
1197,7,8,3,98.1,60558,35240,6822,6366927,7740842,17326102,3905722,2224,6279,51.0,77.5
1198,7,8,4,53.4,38519,21737,7377,5604140,7740842,17326102,3905722,4198,2347,45.0,86.7
1199,7,8,5,39.7,54960,41370,7803,5658934,7740842,17326102,3905722,2622,3067,27.4,50.3
1200,7,8,6,74.9,28606,23840,3662,6083443,7740842,17326102,3905722,5640,3643,45.6,81.4
1201,7,9,1,78.5,16757,14339,1698,1742448,1787603,4569288,623673,1392,614,57.4,21.8
1202,7,9,2,46.0,12313,7994,1137,1130657,1787603,4569288,623673,1458,721,60.5,48.4
1203,7,9,3,80.6,7134,3383,421,1509485,1787603,4569288,623673,555,539,38.7,46.5
1204,7,9,4,51.1,12573,9421,2457,1501702,1787603,4569288,623673,1487,661,58.0,64.5
1205,7,9,5,76.0,15485,9832,2671,1381950,1787603,4569288,623673,2024,430,57.2,31.4
1206,7,9,6,37.5,4466,3351,431,1298334,1787603,4569288,623673,197,461,54.5,15.9
1207,7,10,1,56.6,104383,77656,18207,7604126,10504844,22681613,4772205,17606,6218,72.0,36.9
1208,7,10,2,63.0,89464,41873,14580,7982231,10504844,22681613,4772205,7806,5651,90.9,28.9
1209,7,10,3,50.1,55541,27615,4007,9429070,10504844,22681613,4772205,6106,2284,58.0,41.8
1210,7,10,4,67.3,78675,50703,9290,8562929,10504844,22681613,4772205,6489,7760,70.5,51.5
1211,7,10,5,86.4,24629,21134,3417,10190758,10504844,22681613,4772205,1297,2029,54.7,44.1
1212,7,10,6,88.8,32356,15647,1842,7124135,10504844,22681613,4772205,2791,981,47.1,46.4
1213,7,11,1,42.1,172280,104983,20251,14049162,17372545,38872139,8833838,24083,17617,51.8,86.7
1214,7,11,2,71.5,155729,72207,8606,13119748,17372545,38872139,8833838,8676,9516,40.3,59.0
1215,7,11,3,86.1,106230,71502,22092,16692220,17372545,38872139,8833838,13024,5264,64.2,68.9
1216,7,11,4,54.8,37027,23204,4432,15442678,17372545,38872139,8833838,3852,1224,57.4,43.9
1217,7,11,5,82.0,137167,82050,22383,16616560,17372545,38872139,8833838,15918,13158,34.0,28.9
1218,7,11,6,85.5,54240,44938,8899,6613341,17372545,38872139,8833838,5111,2654,41.4,7.9
1219,7,12,1,51.8,93121,63947,10363,8330546,10005763,19926904,3724387,11577,7783,90.6,87.4
1220,7,12,2,44.8,45941,19334,2816,9680077,10005763,19926904,3724387,1122,2485,60.5,47.5
1221,7,12,3,73.5,58695,49134,11242,6576252,10005763,19926904,3724387,9804,8758,61.9,71.2
1222,7,12,4,52.9,21146,13181,2521,8971143,10005763,19926904,3724387,784,932,66.8,33.0
1223,7,12,5,60.0,54378,46009,10176,8384904,10005763,19926904,3724387,4267,2903,53.6,29.4
1224,7,12,6,94.0,103577,43151,6978,6053467,10005763,19926904,3724387,5671,6465,74.9,64.0
1225,7,13,1,59.8,66173,30274,4108,18214343,21180345,48015285,8127043,4829,4831,50.4,46.9
1226,7,13,2,75.0,218578,137035,36740,20251445,21180345,48015285,8127043,7583,4525,32.6,43.4
1227,7,13,3,48.0,156802,29511,21142,16403573,21180345,48015285,8127043,15768,17937,50.1,64.1
1228,7,13,4,83.5,252047,144773,48262,20204795,21180345,48015285,8127043,14050,25430,45.9,45.3
1229,7,13,5,57.7,234375,166523,45234,17262697,21180345,48015285,8127043,41605,17143,74.0,50.9
1230,7,13,6,67.3,101696,47916,14235,20068874,21180345,48015285,8127043,10866,5416,60.3,50.2
1231,7,14,1,79.2,361966,144847,26601,30456612,33292648,68250847,12498145,35249,5233,61.0,25.1
1232,7,14,2,91.3,272725,219893,36364,31363204,33292648,68250847,12498145,42299,25983,36.5,52.0
1233,7,14,3,64.1,207316,118659,37582,21786593,33292648,68250847,12498145,6987,20745,62.0,31.6
1234,7,14,4,98.6,293969,247678,57557,22312913,33292648,68250847,12498145,19648,17907,54.2,43.9
1235,7,14,5,91.9,247880,139539,42566,31831283,33292648,68250847,12498145,17590,23660,62.9,90.9
1236,7,14,6,94.0,185241,154567,31452,26876743,33292648,68250847,12498145,33291,25145,53.2,81.8
1237,7,15,1,76.8,7326,5540,554,552500,891668,1950851,395332,511,564,58.2,70.0
1238,7,15,2,50.9,7958,6508,2148,684104,891668,1950851,395332,1035,1014,88.4,26.8
1239,7,15,3,97.5,8619,3639,543,607348,891668,1950851,395332,202,382,66.0,81.1
1240,7,15,4,53.0,6171,5424,630,725620,891668,1950851,395332,1277,965,52.8,57.6
1241,7,15,5,49.8,2961,1956,325,700224,891668,1950851,395332,149,306,50.2,58.3
1242,7,15,6,41.5,5257,4358,512,683799,891668,1950851,395332,777,636,51.1,29.3
1243,7,16,1,40.9,3998,3006,816,714806,879999,2083451,303221,293,211,22.7,32.8
1244,7,16,2,94.9,9637,27048,1382,665835,879999,2083451,303221,621,442,64.6,25.1
1245,7,16,3,69.8,6285,5471,1437,582551,879999,2083451,303221,1312,241,76.6,85.9
1246,7,16,4,47.3,2789,1905,637,686317,879999,2083451,303221,351,107,34.0,58.3
1247,7,16,5,44.8,2037,824,169,653000,879999,2083451,303221,155,103,35.1,8.5
1248,7,16,6,48.4,8820,3605,652,576631,879999,2083451,303221,714,377,62.7,73.3
1249,7,17,1,91.8,45262,811,151,300965,318899,681686,114877,95,82,79.7,62.8
1250,7,17,2,61.0,693,603,66,250226,318899,681686,114877,72,24,20.9,92.6
1251,7,17,3,77.1,636,500,67,267316,318899,681686,114877,121,61,53.8,24.9
1252,7,17,4,69.4,1924,1323,350,6690069,318899,681686,114877,326,182,81.9,73.6
1253,7,17,5,51.6,769,515,70,199066,318899,681686,114877,122,87,70.3,48.2
1254,7,17,6,58.6,1563,1025,168,229403,318899,681686,114877,208,156,26.4,74.0
1255,7,18,1,66.75,1248,755,200,621340,651163,1220769,234511,43,43,75.9,44.1
1256,7,18,2,48.4,2960,1956,343,390776,651163,1220769,234511,187,288,53.3,39.3
1257,7,18,3,36.9,6529,2936,322,452460,651163,1220769,234511,156,165,41.5,44.1
1258,7,18,4,65.3,6220,3206,770,543590,651163,1220769,234511,646,309,49.9,60.6
1259,7,18,5,46.8,4949,4299,1345,617925,651163,1220769,234511,581,767,68.3,23.6
1260,7,18,6,86.3,3436,1394,179,6613341,651163,1220769,234511,286,172,60.3,31.3
1261,7,19,1,48.4,122289,66037,22921,10675628,11328516,26887845,5588203,6495,5236,46.5,98.7
1262,7,19,2,49.6,138443,105198,16699,9739857,11328516,26887845,5588203,22141,12987,45.9,41.5
1263,7,19,3,40.7,72334,29819,9911,9570530,11328516,26887845,5588203,6244,4167,58.2,46.3
1264,7,19,4,91.9,99453,63152,19903,7048568,11328516,26887845,5588203,11243,7110,52.9,48.1
1265,7,19,5,67.4,127905,63340,15882,10204667,11328516,26887845,5588203,7127,7642,78.4,65.7
1266,7,19,6,79.6,110907,84472,15548,8714070,11328516,26887845,5588203,9395,4128,36.9,79.5
1267,7,20,1,89.1,83706,52213,5401,5380101,8275481,17897600,3950658,2932,5484,45.9,91.5
1268,7,20,2,74.1,36655,17210,2736,5156424,8275481,17897600,3950658,3632,1438,24.6,28.1
1269,7,20,3,89.7,81151,43166,7062,6436470,8275481,17897600,3950658,8970,6594,29.2,47.5
1270,7,20,4,76.2,86610,53671,17345,6107770,8275481,17897600,3950658,12075,5589,87.3,67.9
1271,7,20,5,73.8,24300,14598,3539,7124939,8275481,17897600,3950658,3539,1073,52.4,28.1
1272,7,20,6,68.2,57526,44577,12213,6436935,8275481,17897600,3950658,8793,7570,44.8,23.4
1273,7,21,1,92.9,160198,115510,22808,17047967,23497675,47407303,8116742,9556,10046,21.5,0.0
1274,7,21,2,54.8,239757,195030,42465,16001314,23497675,47407303,8116742,13294,31861,40.9,71.3
1275,7,21,3,75.7,63176,53869,15324,20994850,23497675,47407303,8116742,13208,6968,53.6,38.1
1276,7,21,4,75.5,181226,77971,20869,18511510,23497675,47407303,8116742,7130,12076,43.8,42.7
1277,7,21,5,69.6,212919,111606,28427,22094177,23497675,47407303,8116742,18144,6797,40.0,56.5
1278,7,21,6,84.5,198161,143800,27973,20746750,23497675,47407303,8116742,12916,6298,64.1,58.4
1279,7,22,1,85.6,1973,1363,466,122247,177664,394256,68504,89,151,79.9,59.0
1280,7,22,2,57.5,1177,507,158,122158,177664,394256,68504,65,27,69.1,65.1
1281,7,22,3,87.9,2019,1340,370,148951,177664,394256,68504,108,143,40.5,65.4
1282,7,22,4,80.9,1943,1513,386,161251,177664,394256,68504,202,236,54.9,68.4
1283,7,22,5,81.9,1956,1492,353,124558,177664,394256,68504,229,52,45.9,59.8
1284,7,22,6,43.6,533,307,40,170795,177664,394256,68504,20,10,66.2,59.2
1285,7,23,1,46.2,200846,82345,10558,13991441,19199342,44796203,7550405,6549,10060,44.0,30.2
1286,7,23,2,87.2,76786,46089,12811,16162568,19199342,44796203,7550405,10404,6478,39.9,11.8
1287,7,23,3,83.5,133137,114550,33343,15531979,19199342,44796203,7550405,27514,7301,48.2,43.7
1288,7,23,4,62.9,39544,26410,8744,11903485,19199342,44796203,7550405,3053,1402,40.7,57.5
1289,7,23,5,68.9,209339,110673,19983,12482295,19199342,44796203,7550405,15827,4175,60.4,47.3
1290,7,23,6,39.7,202419,126175,18970,14673347,19199342,44796203,7550405,15723,14995,40.4,49.9
1291,7,24,1,41.0,90684,57292,13714,8455535,10822946,22997536,4766886,6097,6977,28.3,40.5
1292,7,24,2,89.6,23328,14439,3664,10153553,10822946,22997536,4766886,2289,2038,25.6,27.9
1293,7,24,3,61.1,62698,29054,8866,10480691,10822946,22997536,4766886,4403,1005,69.0,39.4
1294,7,24,4,83.4,100427,83156,13826,7161311,10822946,22997536,4766886,18528,12407,51.7,72.2
1295,7,24,5,72.0,72142,30166,10064,9550096,10822946,22997536,4766886,5430,3830,35.0,38.5
1296,7,24,6,53.2,44526,42659,8887,7087323,10822946,22997536,4766886,2664,4146,13.0,88.3
1297,7,25,1,44.1,10295,5243,645,989962,1058358,2336908,337637,402,606,80.0,49.9
1298,7,25,2,95.2,9650,6259,1634,773934,1058358,2336908,337637,1509,226,40.5,26.2
1299,7,25,3,70.7,11471,10165,2642,902076,1058358,2336908,337637,821,1630,66.5,81.1
1300,7,25,4,47.2,9857,5147,1091,861329,1058358,2336908,337637,1073,719,35.8,54.0
1301,7,25,5,86.7,2706,2426,487,786148,1058358,2336908,337637,374,278,50.2,75.0
1302,7,25,6,61.9,11803,10313,3465,970313,1058358,2336908,337637,603,1422,53.9,40.8
1303,7,26,1,75.2,332570,289170,33427,58730070,61997764,137908813,30351781,60899,13065,7.2,44.0
1304,7,26,2,37.1,142347,66377,9785,48998112,61997764,137908813,30351781,4967,6222,56.1,77.9
1305,7,26,3,61.4,172434,75541,18646,42219677,61997764,137908813,30351781,4962,12015,57.4,36.6
1306,7,26,4,70.1,676218,483061,137424,48638892,61997764,137908813,30351781,112512,31873,49.9,68.9
1307,7,26,5,56.1,159758,108734,35344,50574645,61997764,137908813,30351781,21357,13200,14.2,36.8
1308,7,26,6,68.2,536268,401116,77523,56076922,61997764,137908813,30351781,83663,47815,49.9,44.5
1309,7,27,1,81.0,14917,11656,3203,3929667,5638610,11643297,1707754,662,1507,62.5,78.2
